Catagery	Object_int_name	Object_Ext_name	Field_int_name	Field_ext_name	Field_type	Geom_type	Join_type	Relation	Is_Enum	Enum_values	Data_type	Mandatory	Field Size
Segments	eo_connector_point_inst	Connector Point Installation	nominal_voltage_pp	Nominal Voltage (P-P)	dd_phys_field	No	No	No	Yes	,0.000 V,110.000 V,120.000 V,208.000 V,220.000 V,230.000 V,240.000 V,415.000 V,2.400 kV,4.160 kV,6.600 kV,8.000 kV,11.000 kV,12.470 kV,23.900 kV,33.000 kV,66.000 kV,115.000 kV,132.000 kV,220.000 kV,433.000 kV	NA	No	10
Segments	eo_connector_point_inst	Connector Point Installation	tp_scada_monitor_id	SCADA Monitor ID	dd_phys_field	No	No	No	No		ds_char16_vector	No	12
Segments	eo_connector_point_inst	Connector Point Installation	past_assets	Past Assets	dd_join_field	No	Connector Point	join_via	No		NA	No	20
Segments	eo_connector_point_inst	Connector Point Installation	feeding_section	Feeding Section	dd_join_field	No	Circuit Section	M:N	No		NA	No	20
Segments	eo_connector_point_inst	Connector Point Installation	tp_scada_control_id	SCADA Control ID	dd_phys_field	No	No	No	No		ds_char16_vector	No	12
Segments	eo_connector_point_inst	Connector Point Installation	tp_cyme_id	CYME Id	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Segments	eo_connector_point_inst	Connector Point Installation	annotation_sub	Sub Annotation	dd_geom_field	text	No	No	No		NA	No	10
Segments	eo_connector_point_inst	Connector Point Installation	location_sub	Sub Location	dd_geom_field	point	No	No	No		NA	No	10
Segments	eo_connector_point_inst	Connector Point Installation	name	Name	dd_phys_field	No	No	No	No		ds_char16_vector	No	64
Segments	eo_connector_point_inst	Connector Point Installation	leader_line	Leader Line	dd_geom_field	simple_chain	No	No	No		NA	No	10
Segments	eo_connector_point_inst	Connector Point Installation	tp_pin_code	Pin Code	dd_phys_field	No	No	No	No		integer	No	10
Segments	eo_connector_point_inst	Connector Point Installation	tp_section_name	Section Name	dd_phys_field	No	No	No	Yes	,,Eso Adaba,Eso Ambapua,Eso Aska-1,Eso B.Singipur,Eso Badagada,Eso Baipariguda,Eso Balimela,Eso Balipadar,Eso Balisira,Eso Balliguda,Eso Bandhugaon,Eso Baunsuni,Eso Beguniapada,Eso Belaguntha,Eso Bhejiput,Eso Bijipur,Eso Bissam Ctc,Eso Bomakei,Eso Boriguma,Eso Boudh,Eso Budhaamba,Eso Buguda,Eso Chandahandi,Eso Chandragiri,Eso Chatrapur-i,Eso Chatrapur-ii,Eso Chikiti,Eso Chirikipada,Eso Dabugaon,Eso Daringibadi,Eso Dharakote,Eso Digapahandi,Eso E S O-i,Eso E S O-ii,Eso E.s.o.no.1,Eso E.s.o.no.2,Eso E.s.o.no.3,Eso G.nuagam-2,Eso G.udayagiri,Eso Gandhinagar,Eso Ganjam,Eso Garabandha,Eso Golanthara,Eso Gopalpur,Eso Gudari,Eso Gumma,Eso Gumuda,Eso Gunupur,Eso Gunupur Rural,Eso Head Quarter,Eso Hinjilicut,Eso J N Prasad,Eso J.k.pur,Eso Jagapur,Eso Jharigam,Eso Jyp No.1,Eso Jyp No.2,Eso Jyp No.3,Eso K B Pur,Eso K S Nagar,Eso Kakiriguma,Eso Kalimela,Eso Kanchuru,Eso Kanisi,Eso Kanteipally,Eso Kasinagar,Eso Kasipur,Eso Keshpur,Eso Khajuripada,Eso Khajuripada-i,Eso Khallikote,Eso Kodala,Eso Konkarada,Eso Koraput Sec-i,Eso Koraput Sec-ii,Eso Kosagumuda,Eso Kotpad,Eso Kukudakhandi,Eso Kundra,Eso Lanjipalli,Eso Lathi,Eso Laxmipur,Eso Luchapada,Eso Malkangiri,Eso Malud,Eso Manamunda,Eso Mathili,Eso Medical,Eso Mohana,Eso Muniguda,Eso Nabarangapur,Eso Nabarangpur Rural,Eso Nandapur,Eso Nuagam-i,Eso Nuagam-ii,Eso Nuapada,Eso P S Pur,Eso Padmapur,Eso Papadahandi,Eso Parlakhemundi,Eso Parlakhemundi Rural,Eso Patrapur,Eso Pattangi,Eso Pattapur,Eso Phiringai,Eso Phulbani,Eso Pitala,Eso Polosara,Eso Pudamari,Eso Purunakatak,Eso R.Udaygiri,Eso Raigada,Eso Raighar,Eso Raikia,Eso Rambha,Eso Ramnaguda,Eso Randhapalli,Eso Rayagada Rural,Eso Rayagada-1,Eso Rayagada-2,Eso Sheragada,Eso Sikarpai,Eso Similiguda,Eso Soroda,Eso Sunabeda,Eso Surangi,Eso T Khunti,Eso Taratarini,Eso Therubali,Eso Tikabali,Eso Tilisingi,Eso Tumudibandha,Eso Umerkote,Eso University,Eso Upalada,Unknown	NA	No	10
Segments	eo_connector_point_inst	Connector Point Installation	annotation_other	Other Annotation	dd_geom_field	text	No	No	No		NA	No	10
Segments	eo_connector_point_inst	Connector Point Installation	tp_sub_locality	Sub Locality	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Segments	eo_connector_point_inst	Connector Point Installation	past_phases	Past Phases	dd_join_field	No	Connector Point Past Phase	1:n	No		NA	No	20
Segments	eo_connector_point_inst	Connector Point Installation	network_type	Network Type	dd_phys_field	No	No	No	Yes	,,EHV,HV,LV,MV,Substation	NA	Yes	10
Segments	eo_connector_point_inst	Connector Point Installation	tp_cable_loop_length	Cable Loop Length	dd_phys_field	No	No	No	No		float	No	10
Segments	eo_connector_point_inst	Connector Point Installation	location_description_id	location_description_id	dd_phys_field	No	No	No	No		integer	Yes	10
Segments	eo_connector_point_inst	Connector Point Installation	future_phasing	Future Phasing	dd_derived_field	No	No	No	Yes	,,A,AB,ABC,ABCN,ABCNE,ABN,ABNE,AC,ACB,ACBN,ACN,ACNE,AN,ANE,B,BA,BAC,BACN,BAN,BC,BCA,BCAN,BCN,BCNE,BN,BNE,BR,C,CA,CAB,CABN,CAN,CB,CBA,CBAN,CBN,CN,CNE,Earth,Neutral,Neutral-Earth,Not Applicable,R,RB,RY,RYB,RYBN,Static,Unknown,Y,YB	NA	No	10
Segments	eo_connector_point_inst	Connector Point Installation	alias	Alias	dd_phys_field	No	No	No	No		ds_char16_vector	No	64
Segments	eo_connector_point_inst	Connector Point Installation	remarks_annotation	Remarks Annotation	dd_geom_field	text	No	No	No		NA	No	10
Segments	eo_connector_point_inst	Connector Point Installation	installation_group	Installation Group	dd_join_field	No	Installation Group	0:N	No		NA	No	20
Segments	eo_connector_point_inst	Connector Point Installation	phase_context	Phase Context	dd_phys_field	No	No	No	Yes	,,Unknown	NA	Yes	10
Segments	eo_connector_point_inst	Connector Point Installation	id	Id	dd_phys_field	No	No	No	No		integer	Yes	10
Segments	eo_connector_point_inst	Connector Point Installation	annotation	Annotation	dd_geom_field	text	No	No	No		NA	No	10
Segments	eo_connector_point_inst	Connector Point Installation	tp_company_id	Company ID	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Segments	eo_connector_point_inst	Connector Point Installation	tp_sap_id	SAP ID	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Segments	eo_connector_point_inst	Connector Point Installation	annotation_hv	HV Annotation	dd_geom_field	text	No	No	No		NA	No	10
Segments	eo_connector_point_inst	Connector Point Installation	tp_surveyor_remark_id	Tp Surveyor Remark Id	dd_phys_field	No	No	No	No		integer	No	10
Segments	eo_connector_point_inst	Connector Point Installation	existing_phasing	Existing Phasing	dd_derived_field	No	No	No	Yes	,,A,AB,ABC,ABCN,ABCNE,ABN,ABNE,AC,ACB,ACBN,ACN,ACNE,AN,ANE,B,BA,BAC,BACN,BAN,BC,BCA,BCAN,BCN,BCNE,BN,BNE,BR,C,CA,CAB,CABN,CAN,CB,CBA,CBAN,CBN,CN,CNE,Earth,Neutral,Neutral-Earth,Not Applicable,R,RB,RY,RYB,RYBN,Static,Unknown,Y,YB	NA	No	10
Segments	eo_connector_point_inst	Connector Point Installation	circuit_and_section	Circuit/Section	dd_join_field	No	Circuit	M:N	No		NA	No	20
Segments	eo_connector_point_inst	Connector Point Installation	tp_circle_code	Circle Code	dd_phys_field	No	No	No	Yes	,,0,21,29,31,34,35,71,Unknown	NA	Yes	10
Segments	eo_connector_point_inst	Connector Point Installation	tp_ward_code	Ward Code	dd_phys_field	No	No	No	Yes	,,0,1,2,3,4,5,6,Unknown	NA	No	10
Segments	eo_connector_point_inst	Connector Point Installation	tp_depth	Depth	dd_phys_field	No	No	No	No		float	No	10
Segments	eo_connector_point_inst	Connector Point Installation	tp_work_order_id	Work Order ID	dd_phys_field	No	No	No	No		ds_char16_vector	No	64
Segments	eo_connector_point_inst	Connector Point Installation	source_id	Source ID	dd_phys_field	No	No	No	No		integer	No	10
Segments	eo_connector_point_inst	Connector Point Installation	tp_address	Address	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Segments	eo_connector_point_inst	Connector Point Installation	bay	Bay	dd_join_field	No	Bay	0:N	No		NA	No	20
Segments	eo_connector_point_inst	Connector Point Installation	existing_phases	Existing Phases	dd_join_field	No	Connector Point Existing Phase	1:n	No		NA	No	20
Segments	eo_connector_point_inst	Connector Point Installation	circuit_source_stopper	Circuit Source/Stopper	dd_join_field	No	Circuit Source	0:0	No		NA	No	20
Segments	eo_connector_point_inst	Connector Point Installation	mounting	Mounting	dd_phys_field	No	No	No	Yes	,Overhead,Underground,Unknown	NA	Yes	10
Segments	eo_connector_point_inst	Connector Point Installation	tp_section_code	Section Code	dd_phys_field	No	No	No	Yes	,,0,1,2,3,4,5,6,Unknown	NA	No	10
Segments	eo_connector_point_inst	Connector Point Installation	tp_sap_functional_location	SAP Functional Location	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Segments	eo_connector_point_inst	Connector Point Installation	alias_description	Alias Description	dd_derived_field	No	No	No	No		ds_char16_vector	No	255
Segments	eo_connector_point_inst	Connector Point Installation	tp_sub_division_name	Sub Division Name	dd_phys_field	No	No	No	Yes	,,Aska,Balimela,Balliguda,Belaguntha,Bhanjanagar-i,Bhanjanagar-ii,Bijipur,Bijipur-Industrial,Bissam Cuttack,Boriguma,Boudh,Buguda,Chatrapur,Chikiti,Digapahandi,G UDAYAGIRI,Gopalpur,Gumuda,Gunupur,Hinjilicut,Jeypore Sdo-i,Jeypore Sdo-ii,K S Nagar,Kanisi,Kasinagar,Khallikote,Kodala,Koraput,Laxmipur,Malkangiri,Manamunda,Mohana,Nawarangpur,Nuagaon,P S Pur,Papadahandi,Parlakhemundi,Phulbani,Polasara,R.udayagiri,Rambha,Rayagada,Sheragada,Soroda,Sub.div.no-2,Sub.division No-1,Sub.division No-2,Sub.division No-3,Sunabeda,Theruballi,Umarkot,Unknown,Uppalada	NA	No	10
Segments	eo_connector_point_inst	Connector Point Installation	location_other	Other Location	dd_geom_field	point	No	No	No		NA	No	10
Segments	eo_connector_point_inst	Connector Point Installation	owner_name	Owner Name	dd_phys_field	No	No	No	Yes	,,Cable Company,Customer,Electric Utility,Telephone Company,Unknown	NA	No	10
Segments	eo_connector_point_inst	Connector Point Installation	tp_name_of_jointer	Name of Jointer	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Segments	eo_connector_point_inst	Connector Point Installation	markers	Markers	dd_join_field	No	Marker	M:N	No		NA	No	20
Segments	eo_connector_point_inst	Connector Point Installation	tp_previous_installed_location	PreLocationv. Installed 	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Segments	eo_connector_point_inst	Connector Point Installation	status	Lifecycle Status	dd_phys_field	No	No	No	Yes	,Abandoned,Existing,Inactive,Proposed Abandon,Proposed Install,Proposed Relocate,Proposed Remove,Proposed Replace,Removed,Temporary	NA	Yes	10
Segments	eo_connector_point_inst	Connector Point Installation	annotation_mv	MV Annotation	dd_geom_field	text	No	No	No		NA	No	10
Segments	eo_connector_point_inst	Connector Point Installation	circuit_id2	Circuit ID2	dd_derived_field	No	No	No	No		ds_char16_vector	No	12
Segments	eo_connector_point_inst	Connector Point Installation	tp_city	City	dd_phys_field	No	No	No	Yes	,,Others,Unknown	NA	No	10
Segments	eo_connector_point_inst	Connector Point Installation	circuit_id	Circuit ID	dd_derived_field	No	No	No	No		ds_char16_vector	No	12
Segments	eo_connector_point_inst	Connector Point Installation	owner_type	Owner Type	dd_phys_field	No	No	No	Yes	,,Company Owned,Customer,Customer Owned,Electric Utility-TPSODL,Foreign Owned,Other Utility Owned,Unknown	NA	Yes	16
Segments	eo_connector_point_inst	Connector Point Installation	circuit_and_section_boundary	Circuit/Section Boundary	dd_join_field	No	Circuit	M:N	No		NA	No	20
Segments	eo_connector_point_inst	Connector Point Installation	location_lv	LV Location	dd_geom_field	point	No	No	No		NA	No	10
Segments	eo_connector_point_inst	Connector Point Installation	schematic_links	Schematic Links	dd_join_field	No	Schematic Link	M:N	No		NA	No	20
Segments	eo_connector_point_inst	Connector Point Installation	source_data	Source Data	dd_phys_field	No	No	No	No		ds_char16_vector	No	6
Segments	eo_connector_point_inst	Connector Point Installation	location_mv	MV Location	dd_geom_field	point	No	No	No		NA	No	10
Segments	eo_connector_point_inst	Connector Point Installation	schematic_nodes	Schematic Nodes	dd_join_field	No	Schematic Node	M:N	No		NA	No	20
Segments	eo_connector_point_inst	Connector Point Installation	tp_sub_mounting	Sub Mounting	dd_phys_field	No	No	No	Yes	,,Basement,Elevated,Joist,Kiosk,Lattice Welded,Others,PCC Pole,Panel Mounted,Platform Mounted,Plinth,Pole,Rail,Steel Tubular Pole,Stilt Mounted,Tower,Unknown	NA	No	10
Segments	eo_connector_point_inst	Connector Point Installation	style_subcode	Style Subcode	dd_phys_field	No	No	No	Yes	,,Breach, Abandoned,Breach, Existing,Breach, Existing with change,Breach, Inactive,Breach, Proposed Abandon,Breach, Proposed Install,Breach, Proposed Relocate,Breach, Proposed Remove,Breach, Proposed Replace,Breach, Removed,Breach, Temporary,Earth, Abandoned,Earth, Existing,Earth, Existing with change,Earth, Inactive,Earth, Proposed Abandon,Earth, Proposed Install,Earth, Proposed Relocate,Earth, Proposed Remove,Earth, Proposed Replace,Earth, Removed,Earth, Temporary,Mains, Abandoned,Mains, Existing,Mains, Existing with change,Mains, Inactive,Mains, Proposed Abandon,Mains, Proposed Install,Mains, Proposed Relocate,Mains, Proposed Remove,Mains, Proposed Replace,Mains, Removed,Mains, Temporary,Pothead, Abandoned,Pothead, Existing,Pothead, Existing with change,Pothead, Inactive,Pothead, Proposed Abandon,Pothead, Proposed Install,Pothead, Proposed Relocate,Pothead, Proposed Remove,Pothead, Proposed Replace,Pothead, Removed,Pothead, Temporary,Service, Abandoned,Service, Existing,Service, Existing with change,Service, Inactive,Service, Proposed Abandon,Service, Proposed Install,Service, Proposed Relocate,Service, Proposed Remove,Service, Proposed Replace,Service, Removed,Service, Temporary,Splice, Abandoned,Splice, Existing,Splice, Existing with change,Splice, Inactive,Splice, Proposed Abandon,Splice, Proposed Install,Splice, Proposed Relocate,Splice, Proposed Remove,Splice, Proposed Replace,Splice, Removed,Splice, Temporary,Straight, Abandoned,Straight, Existing,Straight, Existing with change,Straight, Inactive,Straight, Proposed Abandon,Straight, Proposed Install,Straight, Proposed Relocate,Straight, Proposed Remove,Straight, Proposed Replace,Straight, Removed,Straight, Temporary,Termination, Abandoned,Termination, Existing,Termination, Existing with change,Termination, Inactive,Termination, Proposed Abandon,Termination, Proposed Install,Termination, Proposed Relocate,Termination, Proposed Remove,Termination, Proposed Replace,Termination, Removed,Termination, Temporary,Unknown, Abandoned,Unknown, Existing,Unknown, Existing with change,Unknown, Inactive,Unknown, Proposed Abandon,Unknown, Proposed Install,Unknown, Proposed Relocate,Unknown, Proposed Remove,Unknown, Proposed Replace,Unknown, Removed,Unknown, Temporary,Wire Change, Abandoned,Wire Change, Existing,Wire Change, Existing with change,Wire Change, Inactive,Wire Change, Proposed Abandon,Wire Change, Proposed Install,Wire Change, Proposed Relocate,Wire Change, Proposed Remove,Wire Change, Proposed Replace,Wire Change, Removed,Wire Change, Temporary	NA	No	10
Segments	eo_connector_point_inst	Connector Point Installation	location_hv	HV Location	dd_geom_field	point	No	No	No		NA	No	10
Segments	eo_connector_point_inst	Connector Point Installation	tp_migration_unique_id	Migration Unique Id	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Segments	eo_connector_point_inst	Connector Point Installation	tp_division_code	Division Code	dd_phys_field	No	No	No	Yes	,,0,1,2,3,4,5,6,Unknown	NA	No	10
Segments	eo_connector_point_inst	Connector Point Installation	tp_division_name	Division Name	dd_phys_field	No	No	No	Yes	,,Aska-i,Aska-ii,Bed-2,Berhampur-i,Berhampur-iii,Bhanja Nagar,Boudh,Digapahandi,Ganjam North,Ganjam South,Gunupur,Hinjilicut,Jeypore,Koraput,Malkangiri,Nawarangpur,Parlakshemundi,Phulbani,Purusottampur,Raygada,Unknown	NA	No	10
Segments	eo_wire	Wire	resistance_50	Resistance 50	dd_derived_field	No	No	No	No		float	No	10
Segments	eo_wire	Wire	source_id	Source ID	dd_phys_field	No	No	No	No		integer	No	10
Segments	eo_wire	Wire	tp_date_of_last_updatn_in_gis	Date Last Updated in GIS	dd_phys_field	No	No	No	No		ds_date	No	10
Segments	eo_wire	Wire	remarks_annotation	Remarks Annotation	dd_geom_field	text	No	No	No		NA	No	10
Segments	eo_wire	Wire	tp_data_collected_by	Data Collected By	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Segments	eo_wire	Wire	tp_data_updated_by_in_gis	Data Updated By in GIS	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Segments	eo_wire	Wire	tp_ea_equipment_id	EA Equipment ID	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Segments	eo_wire	Wire	size_val	Size	dd_derived_field	No	No	No	No		ds_char16_vector	No	10
Segments	eo_wire	Wire	specification	Specification	dd_join_field	No	Wire Spec	0:N	No		NA	No	20
Segments	eo_wire	Wire	alias	Alias	dd_phys_field	No	No	No	No		ds_char16_vector	No	64
Segments	eo_wire	Wire	id	Id	dd_phys_field	No	No	No	No		integer	Yes	10
Segments	eo_wire	Wire	tp_date_of_data_collection	Date of Data collection	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Segments	eo_wire	Wire	existing_phases	Existing Phases	dd_join_field	No	Wire Existing Phase	1:n	No		NA	No	20
Segments	eo_wire	Wire	past_phases	Past Phases	dd_join_field	No	Wire Past Phase	1:n	No		NA	No	20
Segments	eo_wire	Wire	alias_description	Alias Description	dd_derived_field	No	No	No	No		ds_char16_vector	No	255
Segments	eo_wire	Wire	resistance_25	Resistance 25	dd_derived_field	No	No	No	No		float	No	10
Segments	eo_wire	Wire	future_installation	Future Installation	dd_join_field	No	Wire Segment	join_via	No		NA	No	20
Segments	eo_wire	Wire	cross_section_elements	Cross Section Elements	dd_join_field	No	Cross Section Element	1:N	No		NA	No	20
Segments	eo_wire	Wire	material	Material	dd_derived_field	No	No	No	No		ds_char16_vector	No	10
Segments	eo_wire	Wire	company_ampacity	Company Ampacity	dd_derived_field	No	No	No	No		integer	No	10
Segments	eo_wire	Wire	date_manufactured	Date Manufactured	dd_phys_field	No	No	No	No		ds_date	No	19
Segments	eo_wire	Wire	remarks_id	Remarks Id	dd_phys_field	No	No	No	No		integer	Yes	10
Segments	eo_wire	Wire	weight	Weight	dd_derived_field	No	No	No	No		float	No	10
Segments	eo_wire	Wire	past_installation	Past Installation	dd_join_field	No	Wire Segment	join_via	No		NA	No	20
Segments	eo_wire	Wire	date_acquired	Date Acquired	dd_phys_field	No	No	No	No		ds_date	No	19
Segments	eo_wire	Wire	stranding	Stranding	dd_derived_field	No	No	No	No		ds_char16_vector	No	10
Segments	eo_wire	Wire	tp_time_of_data_collection	Time of data collection	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Segments	eo_wire	Wire	existing_installation	Existing Installation	dd_join_field	No	Wire Segment	join_via	No		NA	No	20
Segments	eo_wire	Wire	future_phases	Future Phases	dd_join_field	No	Wire Future Phase	1:n	No		NA	No	20
Segments	eo_wire	Wire	rated_strength	Rated Strength	dd_derived_field	No	No	No	No		ds_char16_vector	No	10
Segments	eo_wire	Wire	source_data	Source Data	dd_phys_field	No	No	No	No		ds_char16_vector	No	6
Segments	eo_wire	Wire	specification_description	Specification Description	dd_derived_field	No	No	No	No		ds_char16_vector	No	10
Segments	eo_wire	Wire	tp_no_of_conductors_per_phase	No of Conductors per Phase	dd_phys_field	No	No	No	No		integer	No	10
Segments	eo_wire	Wire	manufacturer	Manufacturer	dd_phys_field	No	No	No	Yes	,,ABB,Avon,Bell Lumber,Bentex Linger Switchgear,Bharat Heavy Electricals,Capital Meters,ECE,Elymer Electrics,GEC Alsthom,General Electric,Genus Infrastructures,Havells,Himachal Energy,Hpl Electric & Power,Indotech Switchgear & Controls (Delhi),International Paper,J.H. Baxter,Jaipur Electronics,Jnj Powercom,Juvas,Koppers,L.D. McFarland,Landis & Gyr,Larsen & Toubro,Montel Limited,North Pacfic Lumber,Oeser,Other,Palmohan,Pole Star,Powertech,Secure Meter,SquareD,Stella-Jones,Suzhou Power Meter,Taylor Lumber,Unknown,Visiontek,Westinghouse,Weyerhaeuser,ZEN	NA	No	10
Segments	eo_wire	Wire	tp_date_of_creation_in_gis	Date of Creation in GIS	dd_phys_field	No	No	No	No		ds_date	No	10
Segments	eo_wire	Wire	asset_id	Asset ID	dd_phys_field	No	No	No	No		ds_char16_vector	No	36
